ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source
1214,nias,66,1,66-1,,243[135];1566[30-47]
2154,motu,21,0,21-0,,14[Map 2.23]
2895,tsou,19,2,19-2,,379
18751,alune,87,0,87-0,,1805[65-66]
3756,bontok,28,3,28-3,,"646[87, 141-142]"
2430,rennell,19,0,19-0,,"15[109, 123]"
2431,rennell,20,0,20-0,,14[Map 2.21]
1156,samoan,84,1,84-1,,186[74-76]
1254,samoan,31,0,31-0,,1155[287]
1147,samoan,74,2,74-2,,266;267;265;263
1158,samoan,87,1,87-1,,"269[4-13, 19, 21-22];265;264"
1151,samoan,78,2,78-2,,267;266
5938,dobuans,8,1437,,,666[64]
1167,samoan,55,1,55-1,,270[70-71]
16407,mare,141,3,141-3,,61[9]
2432,rennell,21,0,21-0,,14[Map 2.23]
1216,nias,68,0,68-0,,243[135-136];1566[30-47]
1418,palawan-batak,25,1,25-1,,303[83]
806,kedang,2,1,2-1,,189[272-273];190
19911,aeta,64,0,64-0,,1859[36-37]
5939,dobuans,9,2072,,,666[64]
1144,samoan,71,0,71-0,,"263[31, 43, 106-107, 120-121, 129, 150, 156-170];264;265"
1290,kiribati,6,174.7,,,279[6];2
19912,aeta,65,1,65-1,,1859[36-37]
19913,aeta,66,1,66-1,,1859[36-38]
1261,samoan,50,1,50-1,,272[176]
1229,nias,84,4,84-4,,253[306-307]
19914,aeta,67,0,67-0,,1859[33-37]
1232,nias,87,0,87-0,,253
1233,nias,70,2,70-2,,239[195]
1235,nias,77,1,77-1,,239[195]
1223,nias,78,1,78-1,,
1224,nias,79,0,79-0,,872
1225,nias,80,1,80-1,,872
2723,simbo,59,2,59-2,,527;1794
5934,dobuans,4,824,,,1834[Map 31];123
4379,tanimbar,6,131.5,,,735[6];2
4381,tanimbar,8,3263,,,837[225]
10082,mangaia,36,0,36-0,,1419[161-206]
1146,samoan,73,3,73-3,,264;265;266;267
2850,Varisi,71,0,71-0,,557[11];556[618]
4378,tanimbar,5,-7.5,,,735[6];2
19915,aeta,68,0,68-0,,1859[33-37]
1143,samoan,70,0,70-0,,"263[42, 64-88]"
2316,tikopia,3,133.5,,,441[20];394
2317,tikopia,4,2207,,,123
3162,biak,9,762,,,590[6]
1280,samoan,88,2014,,,149
1282,samoan,90,1,90-1,,264;265
1283,samoan,91,2,91-2,,277[79-80]
1293,kiribati,9,5,,,1807
1263,samoan,49,1,49-1,,"271[121-122, 127-128]"
2315,tikopia,2,1,2-1,,1585[324]
1289,kiribati,5,-1.2,,,279[6];2
2320,tikopia,7,2,7-2,,1585[324]
2440,rennell,29,1,29-1,,457[64-75]
2442,rennell,31,0,31-0,,457[16]
1286,kiribati,2,4,2-4,,278[xviii]
2441,rennell,30,2,30-2,,"457[64-75, 80-81]"
1324,kiribati,54,0,54-0,,23;24;234
1325,kiribati,55,0,55-0,,23;24;234
1326,kiribati,56,0,56-0,,23;24;234
1320,kiribati,51,1,51-1,,278[7]
1944,puyuma,27,3,27-3,,373[203-204]
1288,kiribati,4,3508,,,278[xviii];123
1307,kiribati,21,0,21-0,,14[Map 2.23]
2897,tsou,21,0,21-0,,14[Map 2.23]
1330,kiribati,65,0,65-0,,278[52-56]
1332,kiribati,67,0,67-0,,278[52-56]
1391,ontong-java,83,0,83-0,,298[21-64]
5956,dobuans,25,2,25-2,,1030[50]
1319,kiribati,50,1,50-1,,282[59-60]
1310,kiribati,25,1,25-1,,1818[70-73]
1315,kiribati,31,0,31-0,,279[1-73]
19922,aeta,143,0,143-0,,1859[43-44]
1287,kiribati,3,307.4,,,278[xviii];123
1304,kiribati,19,0,19-0,,15[109]
1305,kiribati,20,0,20-0,,14[Map 2.21]
1301,kiribati,16,3,16-3,,1818[245];279[1-13]
1362,manggarai,4,795,,,321;123
1369,manggarai,54,0,54-0,,23;24;234[260-261]
1370,manggarai,55,0,55-0,,234;24;234[260-261]
1372,ontong-java,88,2014,,,149
1333,kiribati,68,0,68-0,,278[52-56]
16787,buka,81,3,81-3,,1677[318]
1382,ontong-java,74,2,74-2,,223[254]
2936,tsou,64,0,64-0,,562[140]
1371,manggarai,56,0,56-0,,23;24;234[260-261]
3303,bunun,51,0,51-0,,
1360,manggarai,2,1,2-1,,320[830]
1364,manggarai,6,120.4,,,320[830];2
1377,ontong-java,69,3,69-3,,223[253-254]
1363,manggarai,5,-8.6,,,320[830];2
1386,ontong-java,78,0,78-0,,2
5950,dobuans,20,0,20-0,,14[Map 2.21]
1432,palawan-batak,38,1,38-1,,1892
1385,ontong-java,77,2,77-2,,223[254];297
1381,ontong-java,73,3,73-3,,223[254]
1387,ontong-java,79,0,79-0,,297[10]
1388,ontong-java,80,0,80-0,,297[10]
1374,ontong-java,90,1,90-1,,894[8]
1375,ontong-java,91,1,91-1,,
1376,ontong-java,92,1,92-1,,
2938,tsou,66,1,66-1,,562[140];173[29-32]
1380,ontong-java,72,2,72-2,,1764
19923,aeta,23,3,23-3,,"1859[41, 42]"
1397,palawan-batak,3,0,,,303[26]
1398,palawan-batak,4,1080.8,,,303[ii (map)];123
1536,kiribati,84,1,84-1,,279[31-53]
4375,tanimbar,2,4,2-4,,735[6]
16788,buka,82,2,82-2,,"1677[126, 318]"
1402,palawan-batak,8,11785,,,1024
1428,palawan-batak,34,1,34-1,,299[200]
1539,kiribati,87,1,87-1,,"326[312, 315]"
5949,dobuans,19,2,19-2,,15[109]
1414,palawan-batak,19,2,19-2,,15[109]
1399,palawan-batak,5,10.1,,,303[ii (map)];2
1433,palawan-batak,39,0,39-0,,"303[98-112, 113-116]"
5951,dobuans,21,0,21-0,,14[Map 2.23]
11959,dusun,64,1,64-1,,"1518[87-133, 298]"
5958,dobuans,27,1,27-1,,1030[50];1033[70]
6914,lau,6,160.8,,,"1220[48-53, ""Sketch Map of Mala""]"
18758,alune,16,2,16-2,,1805[29-69]
1566,kiribati,47,0,47-0,,1276[190-199]
19924,aeta,24,3,24-3,,1859[40-41]
19925,aeta,25,0,25-0,,1859[39-48]
1531,kiribati,79,1,79-1,,276
5959,dobuans,28,2,28-2,,1035[210];1030[50];1033[69-70]
1522,kiribati,69,3,69-3,,"279[70, 75-93, 126-129, 142, 141-148, 151-156, ];276"
1094,eastern-sumbanese,71,1,71-1,,
7261,arosi,9,1250,,,666[64]
1643,chuuk,77,2,77-2,,"334[2, 49]"
5960,dobuans,29,2,29-2,,1030[50];1033[69-70]
1633,chuuk,67,0,67-0,,338[336-362]
1627,chuuk,50,1,50-1,,337[249]
1567,chuuk,2,4,2-4,,337[17]
1573,chuuk,8,34.2,,,331[97]
1574,chuuk,9,443,,,331[97]
1571,chuuk,6,151.6,,,331;2
1585,chuuk,19,0,19-0,,15[109]
3175,biak,17,1,17-1,,"590[8-9, 41]"
1568,chuuk,3,68.2,,,1727;123
1569,chuuk,4,2242,,,"337[xiv, 18];123"
3942,savu,34,1,34-1,,"675[224, 229-230]"
1519,manggarai,20,1,20-1,,14[Map 2.21];321[48]
4420,tanimbar,70,2,70-2,,735[8]
3144,waropen,83,0,83-0,,571[20-22]
1529,kiribati,77,2,77-2,,276
767,eastern-sumbanese,92,2,92-2,,"176[161, 205, 227, 229-230]"
1586,chuuk,20,0,20-0,,14[Map 2.21]
1587,chuuk,21,0,21-0,,14[Map 2.23]
9580,mekeo,42,1,42-1,,1404[222]
4423,tanimbar,73,3,73-3,,735[10]
1524,kiribati,71,0,71-0,,276
1530,kiribati,78,2,78-2,,
4427,tanimbar,77,2,77-2,,735[10]
4911,berawan,44,1,44-1,,815[245-246]
1520,manggarai,21,2,21-2,,1088[83];321[49]
10110,mangaia,45,0,45-0,,1419[197-206]
10718,landdayak,47,0,47-0,,1744[239-277];1491[152-205]
5962,dobuans,31,2,31-2,,1033[69-70];1030[50]
8511,laboya,37,1,37-1,,1329[57-86]
2740,simbo,49,0,49-0,,533;535
21335,siraya,37,0,37-0,,1894[9-25]
1525,kiribati,72,2,72-2,,276
16810,buka,77,2,77-2,,1677[240-258]
4390,tanimbar,17,1,17-1,,838[113]
1528,kiribati,75,2,75-2,,276
7126,kaoka,49,0,49-0,,"1224[4-18, 72-90]"
7128,kaoka,51,0,51-0,,1224[41-50]
1616,chuuk,28,2,28-2,,338[192-193]
1618,chuuk,30,3,30-3,,"337[19];338[138-191, 192-193]"
1518,manggarai,19,2,19-2,,15[109]
9242,laboya,31,2,31-2,,"1329[5-6, 8-10]"
1533,kiribati,81,3,81-3,,276
1670,kedang,20,1,20-1,,"343[103-124, 158-217, 174];14[109]"
1628,chuuk,51,1,51-1,,337[298-299]
1532,kiribati,80,2,80-2,,276
1541,kiribati,88,2013,,,149
1495,iban,2,1,2-1,,1737[17]
1498,iban,7,4,7-4,,1816[112]
1110,eastern-sumbanese,82,2,82-2,,1294[9]
21336,siraya,38,0,38-0,,1894[9-25]
4944,berawan,79,1,79-1,,100[164];821[27]
16814,buka,88,2014,,,149
1653,chuuk,87,0,87-0,,342;328[44]
630,atoni,2,1,2-1,,150[18 (map)]
1523,kiribati,70,2,70-2,,"279[68, 114, 141-166]"
7257,arosi,5,-10.3,,,1247[41]
1543,kiribati,90,1,90-1,,276
1544,kiribati,91,3,91-3,,
1637,chuuk,71,1,71-1,,
1638,chuuk,72,1,72-1,,
1654,chuuk,88,2014,,,149
3439,maori,26,3,26-3,,1159[85-112];1157[425]
1676,kedang,25,2,25-2,,343[16-17]
1677,kedang,26,1,26-1,,343[17]
1679,kedang,28,0,28-0,,343[16-17]
1683,kedang,29,0,29-0,,343[16-17]
1675,kedang,24,2,24-2,,343[16]
16816,buka,90,1,90-1,,1677[318]
10115,mangaia,51,1,51-1,,1419[141-142]
4397,tanimbar,34,1,34-1,,729[87-89]
1722,kedang,71,2,71-2,,
1723,kedang,72,1,72-1,,
3222,biak,68,0,68-0,,593[18];590[12-13]
21357,siraya,50,1,50-1,,1893[44]
1673,kedang,14,4,14-4,,343[89-102]
1644,chuuk,78,2,78-2,,1898
1645,chuuk,79,1,79-1,,100[178]
1641,chuuk,75,2,75-2,,334
1698,kedang,47,0,47-0,,343[28-29]
1707,kedang,49,0,49-0,,343[89-102]
1710,kedang,51,0,51-0,,
1703,kedang,56,0,56-0,,23;24;234
1715,kedang,64,0,64-0,,343[16-19]
1716,kedang,65,0,65-0,,343[16-19]
1718,kedang,67,0,67-0,,"343[16-19, 143-209, 158]"
1680,kedang,30,0,30-0,,343[16-17]
1678,kedang,27,2,27-2,,343[17]
2233,futuna,62,1,62-1,,422[70]
1730,kedang,79,0,79-0,,100[158-162]
1756,kedang,88,2014,,,149
1671,kedang,21,1,21-1,,"343[2-3, 103-224]"
6553,ifugao,10,40000,,,"1716[28, 900];1738[36]"
1726,kedang,75,2,75-2,,746[9]
1728,kedang,77,1,77-1,,343[11-12]
866,mare,44,1,44-1,,197[293]
1977,puyuma,54,0,54-0,,23;24;234
5525,kelabit,19,2,19-2,,15[109]
3039,waropen,55,0,55-0,,24;23;234
791,tanna,5,-19.5,,,1219[313];2
1776,tanna,65,1,65-1,,1882[79];348[74-84]
1779,tanna,68,0,68-0,,"348[37-44, 74-84]"
1828,tanna,73,2,73-2,,1886
1829,tanna,74,1,74-1,,346[81-102];1886
5358,toba-batak,94,1,94-1,,687[21-23];929[27-28]
1770,tanna,19,0,19-0,,15[109]
1771,tanna,20,0,20-0,,14[Map 2.21]
1774,tanna,21,0,21-0,,14[Map 2.23]
18757,alune,15,2,15-2,,"1805[29-30, 44-45]"
1983,puyuma,70,0,70-0,,373[105-110];562[123]
4393,tanimbar,20,0,20-0,,14[2.21]
4394,tanimbar,21,1,21-1,,838[113];14[Map 2.23]
3208,biak,49,0,49-0,,590[11-16];593[13-66]
3209,biak,50,1,50-1,,173[11]
1978,puyuma,55,0,55-0,,23;24;234
1818,iban,28,3,28-3,,319[23]
1800,tanna,42,1,42-1,,346[129]
1833,tanna,78,1,78-1,,361
1839,tanna,84,1,84-1,,
1834,tanna,79,0,79-0,,100[180];361
1835,tanna,80,1,80-1,,361
1844,tanna,49,0,49-0,,346[103-191]
1798,tanna,40,2,40-2,,346[103-191]
1824,tanna,69,2,69-2,,346[81-102];1886
1826,tanna,71,0,71-0,,1886
6020,dobuans,90,1,90-1,,1029[140]
1827,tanna,72,2,72-2,,1886
1859,tanna,88,2014,,,149
3034,waropen,50,1,50-1,,571[257]
3035,waropen,51,0,51-0,,571[234-267]
1979,puyuma,56,0,56-0,,23;24;234
1845,tanna,50,0,50-0,,346[103-191]
1849,tanna,54,0,54-0,,23;24;234
1850,tanna,55,1,55-1,,234[256]
1851,tanna,56,1,56-1,,234[256]
1852,tanna,57,0,57-0,,234[256]
1853,tanna,58,0,58-0,,234[256]
3210,biak,51,0,51-0,,594
1846,tanna,51,0,51-0,,346[103-191]
1825,tanna,70,1,70-1,,"346[56-58, 81-102]"
6263,mentawai,73,3,73-3,,1083[54]
9218,laboya,7,3,7-3,,1625[24]
9403,tokelau,69,2,69-2,,1428[330];1434
3038,waropen,54,0,54-0,,24;23;234
1863,tanna,92,2,92-2,,1886
1899,manggarai,79,0,79-0,,
1900,manggarai,80,0,80-0,,
1907,manggarai,87,0,87-0,,289
3213,biak,54,0,54-0,,23;24;234
10291,futuna-west,84,1,84-1,,"1455[3-6, 12-13]"
1908,manggarai,88,2014,,,149
1910,manggarai,90,1,90-1,,289[273]
7272,arosi,73,3,73-3,,1247[56]
1903,manggarai,83,0,83-0,,366[64]
6277,mentawai,88,2014,,,149
1872,manggarai,46,1,46-1,,320[56-122]
1895,manggarai,75,2,75-2,,290;366[70]
1897,manggarai,77,2,77-2,,290
1898,manggarai,78,0,78-0,,
1891,manggarai,71,1,71-1,,
1892,manggarai,72,1,72-1,,
1893,manggarai,73,2,73-2,,
1894,manggarai,74,2,74-2,,"320[41, 46-47]"
5937,dobuans,7,2,7-2,,
1930,puyuma,17,1,17-1,,"373[17, 28-36]"
1932,puyuma,19,2,19-2,,379[125-128];380[1362]
1942,puyuma,25,3,25-3,,373[216-217]
1943,puyuma,26,0,26-0,,373[203-204]
9419,tokelau,71,0,71-0,,1434
626,trobriand-islands,83,0,83-0,,953;134[93-94]
3815,bontok,87,0,87-0,,659
5478,tonga,57,1,57-1,,851[326]
2013,kwaio,5,-9,,,"388[13, 15];2"
1967,puyuma,49,0,49-0,,"373[19-37, 49-71, 84-152]"
1968,puyuma,51,0,51-0,,"373[19-37, 49-71, 84-152, 196-224]"
1915,puyuma,3,0,,,374[37]
1916,puyuma,4,318.8,,,374[37];123
1934,puyuma,21,0,21-0,,14[Map 2.23]
1941,puyuma,24,3,24-3,,373[209]
1914,puyuma,2,1,2-1,,374[37]
2014,kwaio,6,160.9,,,"388[13, 15];2"
1984,puyuma,72,3,72-3,,381[11-12]
1985,puyuma,73,3,73-3,,373[207]
1986,puyuma,74,2,74-2,,"381[5-11, 7, 14, 17-18, 105-110]"
1987,puyuma,75,3,75-3,,381[7-8]
1989,puyuma,77,2,77-2,,381[7-8]
1990,puyuma,78,2,78-2,,381[6]
1992,puyuma,80,2,80-2,,382[353]
1996,puyuma,84,3,84-3,,
2007,kwaio,2,1,2-1,,"388[13, 15]"
2008,kwaio,7,2,7-2,,385
2009,kwaio,8,4200,,,1105[214]
2010,kwaio,9,1438,,,385
2030,kwaio,24,1,24-1,,388[13-14]
2032,kwaio,26,1,26-1,,388[14]
2033,kwaio,27,1,27-1,,388[14]
7271,arosi,72,2,72-2,,1247[37]
2059,kwaio,68,0,68-0,,"388[30-39, 91-94]"
3254,bunun,8,32260,,,376[300]
15841,niue,27,0,27-0,,1073[106-111]
1919,puyuma,7,4,7-4,,375[302]
1920,puyuma,8,32260,,,376[300]
1921,puyuma,9,3952,,,376[300]
1963,puyuma,45,1,45-1,,"373[166, 173]"
1965,puyuma,47,0,47-0,,"373[28-29, 234-235]"
3040,waropen,56,0,56-0,,24;23;234
2152,motu,19,2,19-2,,15[109]
2036,kwaio,31,1,31-1,,388[14]
2048,kwaio,50,1,50-1,,"388[18-19, 225-227]"
2046,kwaio,51,1,51-1,,388[161]
1972,puyuma,65,0,65-0,,373
1973,puyuma,66,0,66-0,,373
1974,puyuma,67,0,67-0,,373
1975,puyuma,68,0,68-0,,373;173[20-21]
1995,puyuma,83,0,83-0,,373[68-70]
1999,puyuma,87,0,87-0,,373[68-70]
2000,puyuma,71,3,71-3,,381[5]
2003,puyuma,90,1,90-1,,373[68]
3253,bunun,7,4,7-4,,375[302]
2050,kwaio,54,0,54-0,,388[46-49]
2056,kwaio,65,0,65-0,,"388[30-39, 53, 57, 91-94, 114, 124-126, 130-131, 149, 154-155]"
2052,kwaio,56,1,56-1,,388[46]
2053,kwaio,57,1,57-1,,388[46-47]
2055,kwaio,64,0,64-0,,"388[30-39, 53, 57, 91-94, 114, 124-126, 130-131, 149, 154-155]"
2189,motu,56,0,56-0,,23;24;234
2057,kwaio,66,1,66-1,,"388[30-39, 91-94, 154, 174, 203]"
2468,rennell,56,0,56-0,,23[412]
2058,kwaio,67,0,67-0,,"388[30-39, 91-94]"
2025,kwaio,19,2,19-2,,15[109]
2012,kwaio,4,1790,,,388[13];123
2220,motu,92,1,92-1,,415
3255,bunun,9,3952,,,376[300]
2075,kwaio,47,0,47-0,,388[42]
2068,kwaio,40,0,40-0,,388
4160,lakalai,64,0,64-0,,699[25]
2071,kwaio,44,1,44-1,,388[104-110]
2065,kwaio,37,1,37-1,,"388[33, 35-37]"
2066,kwaio,38,3,38-3,,388[30-39]
1994,puyuma,82,2,82-2,,373[68]
2092,kwaio,77,2,77-2,,388[24]
2193,motu,65,0,65-0,,402
2076,marquesas,2,4,2-4,,405[188]
2074,kwaio,42,1,42-1,,"388[31-33, 38-39, 68-73, 86-87, 93, 04, 225-227]"
2088,kwaio,73,2,73-2,,
2103,kwaio,88,2014,,,149
2105,kwaio,90,1,90-1,,395[S125]
2082,marquesas,8,315,,,1810[48-49];1840
3789,bontok,51,0,51-0,,"646[81-166, 196-215]"
7273,arosi,74,2,74-2,,"1247[xxix, 86-87]"
4770,manus-titan,5,-2.2,,,1795;2
3337,bunun,90,1,90-1,,601[510-511]
2113,marquesas,19,0,19-0,,15[109]
2158,marquesas,29,2,29-2,,392[96-98];404[141-142]
2157,marquesas,28,3,28-3,,392[95-96]
2159,marquesas,30,3,30-3,,850[96-98];404[141]
2114,marquesas,20,0,20-0,,14[Map 2.21]
10119,mangaia,61,0,61-0,,1419[157-206]
21360,siraya,42,1,42-1,,1894[15-16]
2084,kwaio,69,3,69-3,,"388[23-26, 28-29]"
5363,roviana,7,2,7-2,,1016[299]
5364,roviana,9,860,,,666[64]
2181,motu,49,0,49-0,,
18771,alune,45,1,45-1,,1805[259]
2192,motu,64,2,64-2,,402
2173,motu,46,0,46-0,,
2174,motu,47,0,47-0,,
5361,roviana,5,-8.1,,,1565[2];2
2187,motu,54,0,54-0,,23;24;234
2188,motu,55,0,55-0,,23;24;234
2171,motu,44,1,44-1,,
2172,motu,45,1,45-1,,1216[215]
5362,roviana,6,157.5,,,1565[2];2
2115,marquesas,21,0,21-0,,14[Map 2.23]
2709,simbo,19,2,19-2,,15[109]
2209,motu,81,3,81-3,,1216[215]
2210,motu,82,2,82-2,,415[145];408[123]
2212,motu,84,3,84-3,,
2207,motu,79,1,79-1,,416;100[168]
2208,motu,80,2,80-2,,416
2216,motu,88,2014,,,149
2224,futuna,4,3249,,,123
2211,motu,83,0,83-0,,415[145]
3819,bontok,91,1,91-1,,"659[255, 265]"
2229,futuna,9,760,,,421[32]
21363,siraya,54,0,54-0,,234
2141,marquesas,27,1,27-1,,"392[86-100];404[139-145, 140]"
3001,waropen,27,1,27-1,,"571[10, 352]"
2349,tikopia,31,3,31-3,,"444[47, 279-351]"
2194,motu,66,1,66-1,,402
2195,motu,67,0,67-0,,402
2196,motu,68,0,68-0,,402
2153,motu,20,0,20-0,,14[Map 2.21]
21364,siraya,55,0,55-0,,234
2177,motu,61,0,61-0,,
21365,siraya,56,0,56-0,,234
2201,motu,73,3,73-3,,419[158];415[147-148]
2215,motu,87,0,87-0,,415
10646,mota,4,2000,,,1590[266-268];123
2337,tikopia,19,0,19-0,,15[109]
2251,futuna,26,1,26-1,,"422[130, 133]"
2253,futuna,28,2,28-2,,"422[130, 132]"
2255,futuna,30,2,30-2,,"422[130, 145-152]"
2256,futuna,31,0,31-0,,422[130-152]
2302,futuna,81,3,81-3,,422[22];426[74-75];423[322-323]
10123,mangaia,65,0,65-0,,
10124,mangaia,66,0,66-0,,
2271,futuna,45,0,45-0,,422[103-104];424[39-40]
2338,tikopia,20,0,20-0,,14[Map 2.21]
3807,bontok,79,0,79-0,,
21317,siraya,59,2,59-2,,1894[9-25]
2227,futuna,7,2,7-2,,421[29]
2225,futuna,5,-14.3,,,422[7];2
2339,tikopia,21,0,21-0,,14[Map 2.23]
2223,futuna,3,225.3,,,420[257];123
2244,futuna,19,0,19-0,,15[109]
2245,futuna,20,0,20-0,,14[Map 2.21]
2230,futuna,1,1837,,,"422[17-20, 102]"
19926,aeta,26,1,26-1,,1859[44-48]
2272,futuna,46,0,46-0,,422[26]
2273,futuna,47,0,47-0,,"422[26, 102-113]"
2277,futuna,51,1,51-1,,
2280,futuna,54,0,54-0,,422[102-103]
2281,futuna,55,0,55-0,,422[102-103]
2282,futuna,56,0,56-0,,422[102-103]
2283,futuna,57,0,57-0,,
2286,futuna,65,1,65-1,,424[38]
2288,futuna,67,2,67-2,,422[61];420[272];424[36]
2289,futuna,68,0,68-0,,422[192-199]
2304,futuna,83,0,83-0,,426[74-75];422[19-20]
2308,futuna,87,0,87-0,,"426[74-75];422[19-20, 22];423[322-323]"
2296,futuna,75,2,75-2,,423[312]
2300,futuna,79,1,79-1,,100[174]
19927,aeta,27,3,27-3,,1859[44-48]
2246,futuna,21,0,21-0,,14[Map 2.23]
2293,futuna,72,2,72-2,,1898
2303,futuna,82,2,82-2,,426[74-75];422[19-20]
2295,futuna,74,2,74-2,,423[312]
2347,tikopia,29,2,29-2,,"444[32, 61-63]"
2348,tikopia,30,2,30-2,,"444[32, 61-63]"
19928,aeta,28,0,28-0,,1859[39-48]
19929,aeta,29,2,29-2,,1859[48]
19930,aeta,30,1,30-1,,1859[48]
2508,rarotonga,8,67.3,,,1880[22]
3901,savu,26,1,26-1,,676[77]
2401,tikopia,87,0,87-0,,438[305-406]
2360,tikopia,42,1,42-1,,438[24-25]
2404,tikopia,90,1,90-1,,450
2373,tikopia,54,1,54-1,,445
2374,tikopia,55,1,55-1,,445
2375,tikopia,56,1,56-1,,445
2385,tikopia,71,0,71-0,,436;448[112]
2386,tikopia,72,1,72-1,,"449[154, 163]"
2325,tikopia,61,0,61-0,,437
2410,rennell,4,1543,,,123
2402,tikopia,88,2014,,,149
2505,rarotonga,6,-159.8,,,1880[22];2
2511,rarotonga,61,0,61-0,,198[11-19]
2411,rennell,5,-11.6,,,457[8]
3277,bunun,26,1,26-1,,562[135]
5750,kelabit,54,0,54-0,,23;234;24
5751,kelabit,55,0,55-0,,23;234;24
2260,futuna,34,1,34-1,,422[106];420[261]
2504,rarotonga,5,-21.2,,,1880[22];2
2379,tikopia,65,0,65-0,,441[12-18]
2382,tikopia,68,0,68-0,,441[16]
2397,tikopia,83,0,83-0,,438[304-406]
2392,tikopia,78,0,78-0,,450
2395,tikopia,81,3,81-3,,1585[326]
2388,tikopia,74,1,74-1,,1585[324];450
2461,rennell,49,1,49-1,,"457[41, 44]"
2463,rennell,51,1,51-1,,457[44]
2458,rennell,47,0,47-0,,
2450,rennell,38,2,38-2,,
2501,rarotonga,2,1,2-1,,1880[22]
21370,siraya,65,0,65-0,,1894[9-25]
21371,siraya,66,0,66-0,,1894[9-25]
2535,rarotonga,31,0,31-0,,
2529,rarotonga,25,1,25-1,,472[15-16]
5752,kelabit,56,0,56-0,,23;234;24
2541,rarotonga,36,0,36-0,,
2456,rennell,45,0,45-0,,457[115-116]
2457,rennell,46,0,46-0,,
2466,rennell,54,0,54-0,,23
2476,rennell,71,0,71-0,,463[10-12]
2530,rarotonga,26,1,26-1,,472[15]
2531,rarotonga,27,1,27-1,,472[15]
2413,rennell,7,1,7-1,,457[8]
2412,rennell,6,160.3,,,457[8];2
2503,rarotonga,4,4735,,,123
21372,siraya,67,0,67-0,,1894[9-25]
21373,siraya,68,0,68-0,,1894[9-25]
2523,rarotonga,19,0,19-0,,15[109]
2524,rarotonga,20,0,20-0,,14[Map 2.21]
2478,rennell,73,3,73-3,,463[23]
2477,rennell,72,1,72-1,,463[10]
2484,rennell,79,0,79-0,,463[14]
2525,rarotonga,21,0,21-0,,14[Map 2.23]
2551,rarotonga,46,0,46-0,,1881[68]
2565,rarotonga,65,1,65-1,,
2549,rarotonga,44,1,44-1,,198[14]
2563,rarotonga,58,3,58-3,,"472[7-8, 11-12]"
2566,rarotonga,66,1,66-1,,
2545,rarotonga,40,2,40-2,,198[13-14];468
2564,rarotonga,64,1,64-1,,
2568,rarotonga,68,0,68-0,,
21369,siraya,64,0,64-0,,1894[9-25]
766,eastern-sumbanese,91,2,91-2,,"176[107-109, 223-251]"
6388,ifugao,2,1,2-1,,30[99]
2581,rarotonga,83,0,83-0,,472[20-56]
3504,iban,55,1,55-1,,234[263]
2585,rarotonga,87,0,87-0,,472[20-56]
2580,rarotonga,82,2,82-2,,472[20-56]
2587,rarotonga,70,1,70-1,,"472[59-60, 62-64, 104, 107, 111-112, 119-121]"
2575,rarotonga,77,2,77-2,,488
2576,rarotonga,78,2,78-2,,"465[Tables 1.1, 8.14]"
2577,rarotonga,79,1,79-1,,100[174]
2578,rarotonga,80,2,80-2,,465[9]
2588,rarotonga,88,2014,,,149
2586,rarotonga,69,3,69-3,,"472[59-60, 62-64, 104, 107, 111-112];490[285-286, 298]"
2590,rarotonga,90,1,90-1,,465[2.4]
2600,merina,8,581500,,,1823[577];494[19]
2601,merina,9,2876,,,495[1704]
2596,merina,4,619.3,,,492[133];123
2591,rarotonga,91,2,91-2,,
2570,rarotonga,72,2,72-2,,465[Table 3.8]
2571,rarotonga,73,3,73-3,,465[12]
2572,rarotonga,74,2,74-2,,487[106]
2859,Varisi,80,1,80-1,,549[224]
3953,savu,46,0,46-0,,
4921,berawan,54,0,54-0,,234;23;24
6311,wogeo,24,2,24-2,,1093[15];1095[310]
2951,tsou,81,3,81-3,,565[886]
3787,bontok,49,0,49-0,,"646[48-79, 196-214]"
3788,bontok,50,0,50-0,,"646[48-79, 196-214]"
19931,aeta,31,1,31-1,,1859[43-44]
2663,merina,70,2,70-2,,491[27-30];494[337-339];523[217-240]
2667,merina,74,2,74-2,,520;524[1-3];491[27-30]
2668,merina,75,2,75-2,,524[6]
2670,merina,77,2,77-2,,520
7350,toabaita,37,3,37-3,,1248[102]
2675,merina,82,2,82-2,,"499[417];496[971, 993]"
2676,merina,83,0,83-0,,"523[241-268, 274-275]"
2688,simbo,3,8,,,533;123
2664,merina,71,1,71-1,,519[2047]
2671,merina,78,2,78-2,,521[452];520;519[2047]
2672,merina,79,1,79-1,,100[146]
2673,merina,80,2,80-2,,522[1231]
2681,merina,88,2014,,,149
2677,merina,84,3,84-3,,509[229];496[971-995]
2971,waropen,2,3,2-3,,1834[Map 34];571[8]
3338,bunun,91,1,91-1,,"606[56, 58-59];603[318]"
2869,Varisi,90,1,90-1,,557[11-12]
2710,simbo,20,0,20-0,,14[Map 2.21]
2685,merina,92,1,92-1,,510[111-112]
2711,simbo,21,0,21-0,,14[Map 2.23]
2661,merina,68,0,68-0,,"1819[145-200, 277-289]"
2652,merina,54,0,54-0,,23;24;234
2653,merina,55,0,55-0,,23;24;234
2654,merina,56,0,56-0,,23;24;234
2659,merina,66,1,66-1,,1819[283]
2674,merina,81,3,81-3,,491[39]
2689,simbo,4,1422,,,123
2774,simbo,88,2014,,,149
